Tyear,Transect,Date,Year,Round,Species,0,5,10,15,20,25,30,35,40,45,Total,Average,SPECIAL
GYP09_2022_1,GYP09,4/4,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,522.000,308.000,265.000,0.000,17.000,1112.000,202.182,
GYP09_2022_1,GYP09,4/4,2022,1,KECANT,43.000,67.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.000,20.000,
GYP09_2022_1,GYP09,4/4,2022,1,MIRLAE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_1,GYP09,4/4,2022,1,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_1,GYP09,4/4,2022,1,MALFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_1,GYP09,4/4,2022,1,PHOAUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_1,GYP09,4/4,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,10.000,1.818,
GYP09_2022_1,GYP09,4/4,2022,1,MICLIN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,
GYP09_2022_1,GYP09,4/4,2022,1,GILANG,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
GYP09_2022_1,GYP09,4/4,2022,1,CRYMUR,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.909,
GYP09_2022_1,GYP09,4/4,2022,1,DEIFAS,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.727,
GYP09_2022_1,GYP09,4/4,2022,1,PHACRYMUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_1,GYP09,4/4,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I20_2022_1,I20,4/6,2022,1,CEACRA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I20_2022_1,I20,4/6,2022,1,SALMEL,0.000,327.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,327.000,59.455,
I20_2022_1,I20,4/6,2022,1,ESCCAL,0.000,1.000,8.000,2.000,0.000,2.000,0.000,0.000,0.000,2.000,15.000,2.727,
I20_2022_1,I20,4/6,2022,1,BRANIG,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,3.273,
I20_2022_1,I20,4/6,2022,1,DICCAP,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,
I20_2022_1,I20,4/6,2022,1,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.364,
I20_2022_1,I20,4/6,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.545,
I20_2022_1,I20,4/6,2022,1,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I50_2022_1,I50,4/6,2022,1,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
I50_2022_1,I50,4/6,2022,1,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.545,
I50_2022_1,I50,4/6,2022,1,SISBEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I50_2022_1,I50,4/6,2022,1,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,20.000,3.636,
I50_2022_1,I50,4/6,2022,1,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,0.000,4.000,0.727,
I50_2022_1,I50,4/6,2022,1,SANARG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I50_2022_1,I50,4/6,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,7.000,2.000,3.000,3.000,0.000,15.000,2.727,
I50_2022_1,I50,4/6,2022,1,LUPBIC,0.000,0.000,0.000,0.000,0.000,18.000,2.000,3.000,3.000,0.000,26.000,4.727,
I50_2022_1,I50,4/6,2022,1,DICCAP,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,14.000,2.545,
I50_2022_1,I50,4/6,2022,1,EROBRA,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,5.000,0.909,
I50_2022_1,I50,4/6,2022,1,SALMEL,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,72.727,
IRC01_2022_2,IRC01,4/7,2022,2,EROCIC,52.000,7.000,21.000,9.000,0.000,30.000,3.000,26.000,9.000,0.000,157.000,28.545,
IRC01_2022_2,IRC01,4/7,2022,2,EUCCHR,17.000,0.000,0.000,0.000,0.000,32.000,7.000,5.000,4.000,2.000,67.000,12.182,
IRC01_2022_2,IRC01,4/7,2022,2,DICCAP,1.000,3.000,3.000,1.000,1.000,0.000,0.000,0.000,3.000,0.000,12.000,2.182,
IRC01_2022_2,IRC01,4/7,2022,2,SALMEL,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,3.091,
IRC01_2022_2,IRC01,4/7,2022,2,SONOLE,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
IRC01_2022_2,IRC01,4/7,2022,2,MICLIN,0.000,1.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,1.091,
IRC01_2022_2,IRC01,4/7,2022,2,CALCIL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC01_2022_2,IRC01,4/7,2022,2,SOLXAN,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
IRC01_2022_2,IRC01,4/7,2022,2,CALCAT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC01_2022_2,IRC01,4/7,2022,2,ANAARV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC01_2022_2,IRC01,4/7,2022,2,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_2,BKR07,4/7,2022,2,DICCAP,0.000,3.000,3.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,8.000,1.455,
BKR07_2022_2,BKR07,4/7,2022,2,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,8.000,1.455,
BKR07_2022_2,BKR07,4/7,2022,2,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_2,BKR07,4/7,2022,2,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_2,BKR07,4/7,2022,2,ANAARV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_2,BKR07,4/7,2022,2,MEDPOL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,5.000,0.909,
BKR07_2022_2,BKR07,4/7,2022,2,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_2,BKR07,4/7,2022,2,SISBEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS03_2022_2,SS03,4/11,2022,2,CALMAC,8.000,4.000,0.000,2.000,6.000,1.000,6.000,6.000,26.000,5.000,64.000,11.636,
SS03_2022_2,SS03,4/11,2022,2,EROBOT,24.000,8.000,48.000,26.000,22.000,25.000,1.000,0.000,3.000,32.000,189.000,34.364,
SS03_2022_2,SS03,4/11,2022,2,CRYMUR,0.000,0.000,3.000,0.000,3.000,4.000,0.000,0.000,0.000,0.000,10.000,1.818,
SS03_2022_2,SS03,4/11,2022,2,EROCIC,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS03_2022_2,SS03,4/11,2022,2,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS03_2022_2,SS03,4/11,2022,2,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS03_2022_2,SS03,4/11,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS03_2022_2,SS03,4/11,2022,2,unknown white,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
SS04_2022_2,SS04,4/11,2022,2,CALMAC,12.000,2.000,6.000,17.000,19.000,32.000,16.000,0.000,9.000,0.000,113.000,20.545,
SS04_2022_2,SS04,4/11,2022,2,EROBOT,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.727,
SS04_2022_2,SS04,4/11,2022,2,GILANG,3.000,132.000,114.000,6.000,2.000,3.000,0.000,0.000,0.000,0.000,260.000,47.273,
SS04_2022_2,SS04,4/11,2022,2,EMMPEN,0.000,0.000,41.000,19.000,8.000,9.000,0.000,0.000,0.000,0.000,77.000,14.000,
SS04_2022_2,SS04,4/11,2022,2,EROCIC,0.000,4.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,8.000,1.455,
SS04_2022_2,SS04,4/11,2022,2,EROMOS,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS04_2022_2,SS04,4/11,2022,2,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS04_2022_2,SS04,4/11,2022,2,BRANIG,0.000,0.000,75.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,95.000,17.273,
SS04_2022_2,SS04,4/11,2022,2,CRYMUR,0.000,0.000,6.000,0.000,70.000,50.000,75.000,28.000,40.000,0.000,269.000,48.909,
SS04_2022_2,SS04,4/11,2022,2,PHOAUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS04_2022_2,SS04,4/11,2022,2,unknown white,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS04_2022_2,SS04,4/11,2022,2,LUPBIC,0.000,0.000,5.000,4.000,0.000,4.000,0.000,0.000,0.000,0.000,13.000,2.364,
SS04_2022_2,SS04,4/11,2022,2,MICLIN,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,
SS04_2022_2,SS04,4/11,2022,2,EUCCHR,0.000,0.000,16.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,3.818,
SS04_2022_2,SS04,4/11,2022,2,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS04_2022_2,SS04,4/11,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.000,30.000,230.000,319.000,58.000,
SS04_2022_2,SS04,4/11,2022,2,ANAARV,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.182,
SS04_2022_2,SS04,4/11,2022,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.182,
SS04_2022_2,SS04,4/11,2022,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_2,GYP08,4/13,2022,2,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,43.000,56.000,10.182,
GYP08_2022_2,GYP08,4/13,2022,2,SALMEL,0.000,412.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,505.000,91.818,
GYP08_2022_2,GYP08,4/13,2022,2,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_2,GYP08,4/13,2022,2,LASCAL,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,10.000,1.818,
GYP08_2022_2,GYP08,4/13,2022,2,EROBOT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_2,GYP08,4/13,2022,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_2,GYP08,4/13,2022,2,MICLIN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_2,GYP08,4/13,2022,2,CALMAC,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
GYP01_2022_2,GYP01,4/13,2022,2,BRANIG,9.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,40.000,7.273,
GYP01_2022_2,GYP01,4/13,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.727,
GYP01_2022_2,GYP01,4/13,2022,2,GILANG,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.000,0.727,
GYP01_2022_2,GYP01,4/13,2022,2,ESCCAL,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,3.000,0.545,
GYP01_2022_2,GYP01,4/13,2022,2,EROBOT,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,
GYP01_2022_2,GYP01,4/13,2022,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP01_2022_2,GYP01,4/13,2022,2,SOLXAN,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,2.182,
I14_2022_2,I14,4/14,2022,2,ERIFAS,4.000,0.000,0.000,0.000,0.000,0.000,102.000,0.000,0.000,0.000,106.000,19.273,
I14_2022_2,I14,4/14,2022,2,BRANIG,25.000,23.000,6.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,68.000,12.364,
I14_2022_2,I14,4/14,2022,2,EROCIC,1.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,5.000,0.000,11.000,2.000,
I14_2022_2,I14,4/14,2022,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I14_2022_2,I14,4/14,2022,2,LUPTRU,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1.818,
I14_2022_2,I14,4/14,2022,2,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,13.000,2.364,
I14_2022_2,I14,4/14,2022,2,GILANG,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,10.000,0.000,26.000,4.727,
I14_2022_2,I14,4/14,2022,2,MALFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I15_2022_2,I15,4/14,2022,2,ACMGLA,0.000,50.000,9.000,3.000,0.000,5.000,0.000,0.000,3.000,0.000,70.000,12.727,
I15_2022_2,I15,4/14,2022,2,GILANG,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
I15_2022_2,I15,4/14,2022,2,EROCIC,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,4.000,0.727,
I15_2022_2,I15,4/14,2022,2,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,15.000,2.727,
I15_2022_2,I15,4/14,2022,2,EROBRA,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.182,
I15_2022_2,I15,4/14,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,0.000,28.000,5.091,
BD21_2022_2,BD21,4/15,2022,2,SALMEL,3440.000,320.000,945.000,1260.000,750.000,0.000,141.000,255.000,900.000,360.000,8371.000,1522.000,
BD21_2022_2,BD21,4/15,2022,2,BRANIG,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,1.636,
BD21_2022_2,BD21,4/15,2022,2,KECANT,0.000,0.000,15.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,32.000,5.818,
BD21_2022_2,BD21,4/15,2022,2,EUCCHR,0.000,0.000,0.000,0.000,4.000,18.000,2.000,0.000,0.000,0.000,24.000,4.364,
BD21_2022_2,BD21,4/15,2022,2,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BD21_2022_2,BD21,4/15,2022,2,CEACRA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC23_2022_2,IRC23,4/15,2022,2,CALMAC,8.000,3.000,6.000,3.000,1.000,2.000,6.000,8.000,12.000,11.000,60.000,10.909,
IRC23_2022_2,IRC23,4/15,2022,2,CRYMUR,0.000,2.000,0.000,36.000,0.000,2.000,4.000,16.000,4.000,0.000,64.000,11.636,
IRC23_2022_2,IRC23,4/15,2022,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC23_2022_2,IRC23,4/15,2022,2,EROCIC,0.000,0.000,7.000,1.000,1.000,1.000,0.000,1.000,3.000,0.000,14.000,2.545,
IRC23_2022_2,IRC23,4/15,2022,2,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC23_2022_2,IRC23,4/15,2022,2,PHAPAR,2.000,0.000,13.000,7.000,18.000,7.000,0.000,0.000,0.000,0.000,47.000,8.545,
IRC23_2022_2,IRC23,4/15,2022,2,SALMEL,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,3.818,
I40_2022_2,I40,4/18,2022,2,BRANIG,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,
I40_2022_2,I40,4/18,2022,2,ESCCAL,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,
I40_2022_2,I40,4/18,2022,2,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_2,I40,4/18,2022,2,DEIFAS,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.727,
I40_2022_2,I40,4/18,2022,2,EROCIC,0.000,1.000,1.000,0.000,0.000,0.000,0.000,10.000,2.000,0.000,14.000,2.545,
I40_2022_2,I40,4/18,2022,2,EROBRA,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,1.091,
I40_2022_2,I40,4/18,2022,2,EROBOT,0.000,0.000,7.000,0.000,0.000,0.000,0.000,4.000,1.000,0.000,12.000,2.182,
I40_2022_2,I40,4/18,2022,2,SALMEL,0.000,0.000,0.000,279.000,0.000,0.000,0.000,0.000,0.000,0.000,279.000,50.727,
I40_2022_2,I40,4/18,2022,2,ACMGLA,0.000,0.000,0.000,0.000,13.000,6.000,0.000,0.000,0.000,292.000,311.000,56.545,
I40_2022_2,I40,4/18,2022,2,MICLIN,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,2.000,0.364,
I40_2022_2,I40,4/18,2022,2,LUPBIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,3.000,0.545,
I40_2022_2,I40,4/18,2022,2,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3.000,0.000,4.000,0.727,
I08_2022_2,I08,4/18,2022,2,SALMEL,0.000,652.000,153.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,805.000,146.364,
I08_2022_2,I08,4/18,2022,2,ERIFAS,0.000,0.000,5.000,0.000,0.000,0.000,5.000,4.000,0.000,0.000,14.000,2.545,
I08_2022_2,I08,4/18,2022,2,BRANIG,0.000,0.000,0.000,3.000,8.000,6.000,15.000,8.000,0.000,0.000,40.000,7.273,
I08_2022_2,I08,4/18,2022,2,EROCIC,0.000,0.000,0.000,4.000,5.000,7.000,1.000,2.000,0.000,0.000,19.000,3.455,
I08_2022_2,I08,4/18,2022,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I08_2022_2,I08,4/18,2022,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I08_2022_2,I08,4/18,2022,2,DEIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I08_2022_2,I08,4/18,2022,2,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_2,BKR10,4/20,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,370.000,374.000,68.000,
BKR10_2022_2,BKR10,4/20,2022,2,BRANIG,0.000,0.000,0.000,1.000,0.000,173.000,0.000,7.000,0.000,0.000,181.000,32.909,
BKR10_2022_2,BKR10,4/20,2022,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,5.000,0.909,
BKR10_2022_2,BKR10,4/20,2022,2,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,12.000,2.182,
BKR10_2022_2,BKR10,4/20,2022,2,ERIFAS,0.000,0.000,0.000,0.000,12.000,0.000,1.000,0.000,0.000,0.000,13.000,2.364,
BKR10_2022_2,BKR10,4/20,2022,2,EROBOT,27.000,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,5.818,
BKR10_2022_2,BKR10,4/20,2022,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_2,BKR10,4/20,2022,2,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_2,BKR10,4/20,2022,2,ANAARV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS05_2022_2,SS05,4/20,2022,2,CALMAC,20.000,9.000,9.000,12.000,17.000,12.000,2.000,3.000,3.000,6.000,93.000,16.909,
SS05_2022_2,SS05,4/20,2022,2,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,1.091,
SS05_2022_2,SS05,4/20,2022,2,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
SS05_2022_2,SS05,4/20,2022,2,CRYMUR,90.000,0.000,39.000,0.000,48.000,18.000,20.000,42.000,0.000,40.000,297.000,54.000,
SS05_2022_2,SS05,4/20,2022,2,SALMEL,0.000,0.000,33.000,0.000,35.000,0.000,0.000,578.000,130.000,0.000,776.000,141.091,
SS05_2022_2,SS05,4/20,2022,2,BRATOU,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,4.000,0.727,
SS05_2022_2,SS05,4/20,2022,2,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS05_2022_2,SS05,4/20,2022,2,BRANIG,34.000,0.000,7.000,110.000,0.000,0.000,0.000,0.000,0.000,0.000,151.000,27.455,
SS05_2022_2,SS05,4/20,2022,2,GILANG,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,2.000,0.364,
SS05_2022_2,SS05,4/20,2022,2,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP09_2022_2,GYP09,4/21,2022,2,SALMEL,0.000,0.000,0.000,29.000,8.000,26.000,63.000,91.000,0.000,18.000,235.000,42.727,
GYP09_2022_2,GYP09,4/21,2022,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,
GYP09_2022_2,GYP09,4/21,2022,2,BLOCRO,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,
GYP09_2022_2,GYP09,4/21,2022,2,ERICON,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,2.000,
GYP09_2022_2,GYP09,4/21,2022,2,KECANT,2.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,4.364,
GYP09_2022_2,GYP09,4/21,2022,2,PHACRYMUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_2,I02,4/21,2022,2,BRANIG,5.000,0.000,0.000,3.000,1.000,38.000,14.000,21.000,1.000,0.000,83.000,15.091,
I02_2022_2,I02,4/21,2022,2,DEIFAS,2.000,1.000,1.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,20.000,3.636,
I02_2022_2,I02,4/21,2022,2,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_2,I02,4/21,2022,2,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,286.000,0.000,0.000,286.000,52.000,
I02_2022_2,I02,4/21,2022,2,SISBEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_2,I02,4/21,2022,2,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_2,I02,4/21,2022,2,TRILAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC08_2022_2,IRC08,4/25,2022,2,BRANIG,102.000,0.000,0.000,0.000,0.000,90.000,2.000,2.000,18.000,43.000,257.000,46.727,
IRC08_2022_2,IRC08,4/25,2022,2,EROCIC,4.000,3.000,9.000,0.000,0.000,2.000,3.000,2.000,3.000,20.000,46.000,8.364,
IRC08_2022_2,IRC08,4/25,2022,2,SALMEL,0.000,129.000,40.000,20.000,65.000,60.000,0.000,134.000,0.000,89.000,537.000,97.636,
IRC08_2022_2,IRC08,4/25,2022,2,CALMAC,0.000,0.000,1.000,2.000,2.000,2.000,0.000,0.000,0.000,1.000,8.000,1.455,
IRC08_2022_2,IRC08,4/25,2022,2,MELIND,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,
IRC08_2022_2,IRC08,4/25,2022,2,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC08_2022_2,IRC08,4/25,2022,2,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_2,IRC13,4/25,2022,2,ACMGLA,86.000,81.000,0.000,0.000,0.000,27.000,0.000,0.000,0.000,4.000,198.000,36.000,
