Round,Transect,Quad,Species,Number on slide,Total pollen count,Heterospecific pollen yes/no,Heterospecific pollen count,
2,I08,5,SALMEL,5,15,no,0,
2,I08,5,SALMEL,6,16,no,0,
2,I08,5,SALMEL,6,10,no,0,
2,I08,5,SALMEL,7,7,no,0,
2,I08,5,SALMEL,7,1,no,0,
2,I08,5,SALMEL,8,0,no,0,
2,I08,5,SALMEL,8,14,no,0,
2,I08,5,SALMEL,9,48,no,0,
2,I08,5,SALMEL,9,8,no,0,
2,I08,5,SALMEL,10,7,no,0,
2,I08,5,SALMEL,10,2,no,0,
2,I08,5,SALMEL,11,29,no,0,
2,I08,5,SALMEL,12,2,no,0,
2,I08,10,SALMEL,1,11,no,0,
2,I08,10,SALMEL,2,12,no,0,
2,I08,10,SALMEL,3,5,no,0,
2,I08,10,SALMEL,4,1,no,0,
2,I08,,SOLXAN,1,319,yes,1,
2,I08,,SOLXAN,2,350,no,0,
2,I08,,SOLXAN,3,316,no,0,
2,I08,,SOLXAN,4,487,yes,7,
3,I08,,CALSPL,1,2,yes,1,
3,I08,20,EROCIC,1,72,no,0,
3,I08,20,EROCIC,2,36,no,0,
3,I08,,EROCIC,1,1,yes,1,
3,I08,,EROCIC,2,3,yes,3,
3,I08,,EROCIC,3,22,yes,5,
1,I14,,CALMEN,1,60,yes,1,
1,I14,,CALMEN,2,118,yes,1,
1,I14,,CALMEN,3,117,yes,6,
1,I14,,CALMEN,4,144,yes,14,
1,I14,,CALMEN,5,87,yes,17,
1,I14,,CALMEN,6,137,yes,12,
1,I14,,DICCAP,1,1120,yes,8,
1,I14,,DICCAP,1,700,yes,28,
1,I14,,DICCAP,2,900,yes,78,
1,I14,0,EROCIC,1,49,no,0,
1,I14,0,EROCIC,2,96,yes,1,
1,I14,20,EROCIC,1,73,no,0,
1,I14,25,EROCIC,1,9,no,0,
1,I14,25,EROCIC,2,121,no,0,
1,I14,25,EROCIC,3,204,yes,4,
1,I14,25,EROCIC,4,64,no,0,
1,I14,25,EROCIC,5,203,yes,2,
1,I14,30,EROCIC,1,83,no,0,
1,I14,30,EROCIC,2,87,no,0,
1,I14,30,EROCIC,3,86,no,0,
1,I14,0,GILANG,1,3,no,0,
1,I14,0,GILANG,2,128,yes,2,
1,I14,5,GILANG,1,114,no,0,
1,I14,5,GILANG,2,129,yes,15,
1,I14,5,GILANG,3,79,yes,22,
1,I14,5,GILANG,4,125,yes,2,
1,I14,5,GILANG,5,22,no,0,
1,I14,10,GILANG,1,86,yes,6,
1,I14,10,GILANG,2,42,no,0,
1,I14,25,GILANG,1,83,no,0,
1,I14,30,GILANG,1,54,yes,1,
1,I14,30,GILANG,2,26,yes,5,
1,I14,30,GILANG,3,80,no,0,
1,I14,35,GILANG,1,71,yes,2,
1,I14,35,GILANG,2,124,no,0,
1,I14,35,GILANG,3,78,no,0,
1,I14,40,GILANG,1,52,yes,1,
1,I14,40,GILANG,2,184,yes,8,
1,I14,45,GILANG,1,270,no,0,
1,I14,45,GILANG,2,268,no,0,
2,I14,0,EROCIC,,1,no,0,
2,I14,25,EROCIC,1,2,yes,2,
2,I14,25,EROCIC,2,46,no,0,
2,I14,40,EROCIC,1,1,no,0,
2,I14,40,EROCIC,2,109,no,0,
2,I14,40,EROCIC,3,38,no,0,
2,I14,N/A,EROCIC,1,1,no,0,
2,I14,N/A,EROCIC,2,1,no,0,
2,I14,N/A,EROCIC,3,0,no,0,
2,I14,N/A,EROCIC,4,57,no,0,
2,I14,15,GILANG,1,262,no,0,
2,I14,15,GILANG,2,169,no,0,
2,I14,40,GILANG,1,133,no,0,
2,I14,40,GILANG,1,116,no,0,
2,I14,40,GILANG,2,18,yes,2,
2,I14,40,GILANG,2,300,no,0,
2,I14,40,GILANG,3,172,yes,18,
2,I14,40,GILANG,3,234,no,0,
2,I14,40,GILANG,4,1,yes,1,
2,I14,40,GILANG,4,167,no,0,
2,I14,40,GILANG,5,159,yes,2,
2,I14,,GILANG,1,82,3,0,
2,I14,,GILANG,2,56,no,0,
2,I14,0,HIRINC,1,295,no,0,
2,I14,0,HIRINC,2,243,yes,8,
2,I14,0,HIRINC,3,201,yes,1,
2,I14,0,HIRINC,4,188,no,0,
2,I14,0,HIRINC,5,259,no,0,
2,I14,5,HIRINC,1,213,no,0,
2,I14,5,HIRINC,2,534,no,0,
2,I14,5,HIRINC,2,397,no,0,
2,I14,5,HIRINC,3,202,no,0,
2,I14,5,HIRINC,4,248,no,0,
2,I14,5,HIRINC,4,333,no,0,
2,I14,5,HIRINC,5,87,no,0,
2,I14,5,HIRINC,5,145,yes,1,
2,I14,10,HIRINC,1,269,no,0,
2,I14,10,HIRINC,2,16,no,0,
2,I14,10,HIRINC,3,68,no,0,
2,I14,10,HIRINC,4,227,no,0,
2,I14,20,HIRINC,1,140,no,0,
2,I14,20,HIRINC,1,47,no,0,
2,I14,20,HIRINC,2,194,no,0,
2,I14,20,HIRINC,3,139,no,0,
2,I14,20,HIRINC,4,62,no,0,
2,I14,20,HIRINC,5,60,no,0,
2,I14,30,HIRINC,1,64,no,0,
2,I14,30,HIRINC,2,217,no,0,
2,I14,30,HIRINC,5,116,no,0,
2,I14,,HIRINC,2,339,yes,162,
2,I14,,HIRINC,3,125,yes,98,
2,I14,,HIRINC,4,211,yes,16,
2,I14,,HIRINC,5,115,yes,12,
2,I14,15,LUPTRE,1,22,yes,2,
2,I14,15,LUPTRE,2,144,no,0,
2,I14,15,LUPTRE,3,840,no,0,
2,I14,15,LUPTRE,4,580,no,0,
2,I14,15,LUPTRE,5,340,no,0,
3,I14,5,BRANIG,1,750,no,0,
3,I14,10,BRANIG,1,64,no,0,
3,I14,15,BRANIG,1,414,no,0,
3,I14,15,BRANIG,2,2,no,0,
3,I14,45,ERBOT,1,41,no,0,
3,I14,45,ERBOT,2,42,no,0,
3,I14,45,ERBOT,3,3,no,0,
3,I14,40,EROBOT,1,22,yes,1,
3,I14,40,EROBOT,2,69,no,0,
3,I14,40,EROBOT,3,36,no,0,
3,I14,40,EROBOT,4,32,no,0,
3,I14,40,EROBOT,5,32,no,0,
3,I14,40,EROBOT,6,42,no,0,
,I14,,DICCAP,1,159,no,0,
,I14,,DICCAP,2,14,no,0,
,I14,,DICCAP,3,198,no,0,
,I14,,DICCAP,4,197,no,0,
1,I15,,EROCIC,1,60,no,0,
1,I15,,EROCIC,2,106,no,0,
1,I15,,EROCIC,3,55,no,0,
1,I15,,EROCIC,4,43,no,0,
1,I15,,EROCIC,5,69,no,0,
1,I15,,EROCIC,6,84,no,0,
1,I15,,EROCIC,7,50,no,0,
1,I15,,EROMOS,1,73,yes,3,
1,I15,,EROMOS,1,37,no,0,
1,I15,,EROMOS,2,106,yes,3,
1,I15,,EROMOS,2,57,no,0,
1,I15,,EROMOS,3,56,no,0,
1,I15,,GILANG,1,100,yes,3,
1,I15,,GILANG,1,69,yes,1,
1,I15,,GILANG,2,46,yes,14,
1,I15,,GILANG,2,115,no,0,
2,I15,5,ACMGLA,1,32,no,0,
2,I15,5,ACMGLA,2,15,no,0,
2,I15,5,ACMGLA,2,39,yes,1,
2,I15,5,ACMGLA,3,9,no,0,
2,I15,5,ACMGLA,3,28,no,0,
2,I15,5,ACMGLA,4,5,no,0,
2,I15,5,ACMGLA,4,25,no,0,
2,I15,5,ACMGLA,5,21,no,0,
2,I15,10,ACMGLA,1,92,no,0,
2,I15,10,ACMGLA,2,17,no,0,
2,I15,35,ACMGLA,1,23,yes,1,
2,I15,35,ACMGLA,2,93,no,0,
2,I15,35,ACMGLA,3,6,no,0,
2,I15,30,EROBRA,,73,no,0,
2,I15,15,EROCIC,,93,no,0,
2,I15,20,EROCIC,1,0,no,0,
2,I15,20,EROCIC,2,23,no,0,
2,I15,20,EROCIC,3,2,no,0,
2,I15,20,EROCIC,4,0,no,0,
2,I15,30,EROCIC,1,3,yes,2,
2,I15,30,EROCIC,2,1,yes,1,
2,I15,30,EROCIC,3,15,yes,0,
2,I15,N/A,EROCIC,1,11,no,0,
2,I15,N/A,EROCIC,2,62,no,0,
2,I15,N/A,EROCIC,3,58,yes,1,
2,I15,N/A,EROCIC,4,3,no,0,
2,I15,15,GILANG,1,46,yes,2,
2,I15,,GILANG,1,107,no,0,
2,I15,40,SALMEL,1,0,no,0,
2,I15,40,SALMEL,1,1,no,0,
2,I15,40,SALMEL,2,2,no,0,
2,I15,40,SALMEL,2,4,no,0,
2,I15,40,SALMEL,3,0,no,0,
2,I15,40,SALMEL,3,6,no,0,
2,I15,40,SALMEL,4,0,no,0,
2,I15,40,SALMEL,4,2,no,0,
2,I15,40,SALMEL,5,0,no,0,
2,I15,40,SALMEL,5,4,no,0,
2,I15,40,SALMEL,6,3,no,0,
2,I15,40,SALMEL,6,14,no,0,
2,I20,4,EROCIC,1,36,no,0,
2,I20,5,EROCIC,1,44,no,0,
2,I20,15,EROCIC,1,106,yes,1,
2,I20,15,EROCIC,2,2,no,0,
2,I20,15,EROCIC,3,26,no,0,
2,I20,15,EROCIC,4,26,no,0,
2,I20,15,EROCIC,5,0,no,0,
2,I20,15,EROCIC,6,15,no,0,
2,I20,15,EROCIC,7,0,no,0,
2,I20,20,EROCIC,1,4,yes,4,
2,I20,4,PHACIC,1,10,no,0,
2,I20,4,PHACIC,2,38,no,0,
2,I20,4,PHACIC,3,19,no,0,
2,I20,4,PHACIC,4,22,no,0,
2,I20,4,PHACIC,5,12,no,0,
1,I40,40,EROCIC,1,49,yes,1,
1,I40,,EROCIC,1,48,yes,2,
1,I40,,EROCIC,2,79,no,0,
1,I40,,EROCIC,3,9,no,0,
1,I40,,EROCIC,4,96,no,0,
1,I40,,EROCIC,5,25,no,0,
1,I40,,EROCIC,6,94,yes,2,
1,I40,30,GILANG,1,178,no,0,
1,I40,30,GILANG,2,108,no,0,
1,I40,40,GILANG,1,20,no,0,
1,I40,40,GILANG,2,31,yes,3,
1,I40,40,GILANG,3,48,no,0,
1,I40,40,GILANG,4,44,no,0,
1,I40,,LUPBIC,1,0,no,0,
1,I40,,LUPBIC,1,9,no,0,
1,I40,,LUPBIC,2,11,no,0,
1,I40,,LUPBIC,2,0,no,0,
1,I40,,LUPBIC,3,34,no,0,
1,I40,,LUPBIC,3,2,no,0,
1,I40,,LUPBIC,4,13,no,0,
1,I40,15,SALMEL,1,2,no,0,
1,I40,15,SALMEL,2,5,no,0,
1,I40,15,SALMEL,3,0,no,0,
1,I40,15,SALMEL,4,0,no,0,
1,I40,15,SALMEL,5,2,no,0,
1,I40,15,SALMEL,6,0,no,0,
1,I40,4,SOLXAN,1,180,no,0,
1,I40,4,SOLXAN,2,120,no,0,
1,I40,4,SOLXAN,3,110,no,0,
1,I40,,SOLXAN,1,199,no,0,
1,I40,,SOLXAN,2,42,no,0,
1,I40,,SOLXAN,4,68,no,0,
1,I40,,SOLXAN,5,5,no,0,
2,I40,10,EROBOT,1,39,no,0,
2,I40,10,EROBOT,2,57,no,0,
2,I40,10,EROBOT,4,35,no,0,
2,I40,10,EROBOT,5,25,no,0,
2,I40,10,EROBOT,6,22,no,0,
2,I40,10,EROBOT,7,21,yes,1,
2,I40,10,EROBOT,9,47,no,0,
2,I40,10,EROBOT,10,26,no,0,
2,I40,35,EROBOT,1,63,no,0,
2,I40,35,EROBOT,2,95,no,0,
2,I40,35,EROBOT,3,98,no,0,
2,I40,40,EROBOT,1,66,no,0,
2,I40,5,EROCIC,1,24,yes,2,
2,I40,5,EROCIC,2,7,no,0,
2,I40,10,EROCIC,1,79,no,0,
2,I40,35,EROCIC,1,54,no,0,
2,I40,35,EROCIC,2,53,no,0,
2,I40,35,EROCIC,3,33,no,0,
2,I40,35,EROCIC,4,0,no,0,
2,I40,35,EROCIC,5,88,no,0,
2,I40,35,EROCIC,6,11,no,0,
2,I40,40,EROCIC,1,38,no,0,
2,I40,40,EROCIC,2,45,yes,1,
2,I40,,HIRINC,1,340,no,0,
2,I40,,HIRINC,2,310,no,0,
2,I40,,HIRINC,3,110,yes,1,
2,I40,,HIRINC,4,115,no,0,
2,I40,,HIRINC,5,220,no,0,
2,I40,,HIRINC,6,90,no,0,
2,I40,,SOLXAN,1,779,yes,2,
2,I40,,SOLXAN,2,126,no,0,
2,I40,,SOLXAN,3,135,yes,1,
2,I40,,SOLXAN,4,254,no,0,
2,I40,,SOLXAN,5,208,yes,1,
3,I40,20,CALSPL,1,677,yes,324,
3,I40,10,EROBOT,1,24,yes,2,
3,I40,10,EROBOT,2,14,yes,3,spikey
3,I40,10,EROBOT,3,19,no,0,
3,I40,0,SALMEL,1,25,no,0,
3,I40,0,SALMEL,2,8,no,0,
3,I40,0,SALMEL,3,8,no,0,
3,I40,0,SALMEL,4,0,no,0,
3,I40,0,SALMEL,5,0,no,0,
3,I40,0,SALMEL,6,7,no,0,
3,I40,0,SALMEL,7,1,no,0,
3,I40,0,SALMEL,8,1,no,0,
3,I40,0,SALMEL,9,4,no,0,
3,I40,0,SALMEL,10,0,no,0,
3,I40,0,SALMEL,11,3,no,0,
3,I40,0,SALMEL,12,3,no,0,
3,I40,15,SALMEL,1,3,no,0,
3,I40,15,SALMEL,2,7,no,0,
3,I40,15,SALMEL,3,2,no,0,
3,I40,15,SALMEL,4,5,no,0,
3,I40,15,SALMEL,5,2,no,0,
3,I40,15,SALMEL,6,1,no,0,
3,I40,15,SALMEL,7,0,no,0,
3,I40,15,SALMEL,8,0,no,0,
3,I40,15,SALMEL,9,0,no,0,
3,I40,15,SALMEL,10,1,no,0,
3,I40,15,SALMEL,11,1,no,0,
1,I50,30,GILANG,1,69,yes,6,
1,I50,30,GILANG,2,180,no,0,
1,I50,,GILANG,1,38,yes,5,
1,I50,,GILANG,1,62,yes,3,
1,I50,,GILANG,2,210,yes,5,
1,I50,,GILANG,2,7,yes,1,
1,I50,,GILANG,3,46,yes,2,
1,I50,,GILANG,3,86,yes,2,
1,I50,,SOLXAN,1,250,no,0,
1,I50,,SOLXAN,2,120,yes,2,
1,I50,,SOLXAN,3,34,no,0,
1,I50,,SOLXAN,5,10,no,0,
1,I50,,SOLXAN,6,170,no,0,
2,I50,35,ACMGLA,1,5,no,0,
2,I50,35,ACMGLA,3,40,no,0,
2,I50,35,ACMGLA,6,192,no,0,
2,I50,35,ACMGLA,7,4,no,0,
2,I50,35,ACMGLA,10,18,no,0,
2,I50,10,CLAPUR,1,384,no,0,
2,I50,20,EROBOT,1,61,no,0,
2,I50,20,EROBOT,2,18,no,0,
2,I50,,EROBOT,1,93,no,0,
2,I50,,EROBOT,2,74,no,0,
2,I50,0,EROCIC,1,1,yes,1,
2,I50,5,EROCIC,1,24,no,0,
2,I50,5,EROCIC,2,111,no,0,
2,I50,5,EROCIC,3,24,no,0,
2,I50,20,EROCIC,1,17,yes,10,
2,I50,20,EROCIC,2,5,no,0,
2,I50,20,EROCIC,3,17,yes,1,
2,I50,20,EROCIC,4,2,yes,1,
2,I50,30,EROCIC,1,4,no,0,
2,I50,30,EROCIC,2,89,no,0,
2,I50,30,EROCIC,3,59,no,0,
2,I50,35,EROCIC,1,124,no,0,
2,I50,35,EROCIC,2,41,no,0,
2,I50,35,EROCIC,3,33,no,0,
2,I50,35,EROCIC,4,101,no,0,
2,I50,35,EROCIC,5,7,no,0,
2,I50,35,EROCIC,6,6,no,0,
2,I50,35,EROCIC,7,95,no,0,
2,I50,35,EROCIC,8,52,yes,1,
2,I50,35,EROCIC,9,60,yes,2,
2,I50,40,EROCIC,1,78,no,0,
2,I50,40,EROCIC,2,123,no,0,
2,I50,40,EROCIC,3,45,no,0,
2,I50,40,EROCIC,4,94,no,0,
2,I50,15,GILANG,1,7,yes,6,
2,I50,15,GILANG,2,271,yes,2,
2,I50,15,GILANG,3,101,no,0,
2,I50,15,GILANG,4,668,no,0,
3,I50,0,EROCIC,1,36,yes,1,
1,IRC01,5,CALMEN,1,59,no,0,
1,IRC01,5,CALMEN,2,51,no,0,
1,IRC01,5,CALMEN,3,99,yes,1,
1,IRC01,10,DICCAP,1,1400,yes,26,
1,IRC01,10,DICCAP,2,1600,yes,35,
1,IRC01,10,DICCAP,3,1300,yes,0,
1,IRC01,,DICCAP,1,1200,yes,32,
1,IRC01,,DICCAP,2,850,no,0,
1,IRC01,40,EROCIC,1,58,no,0,
1,IRC01,40,EROCIC,2,71,no,0,
1,IRC01,40,EROCIC,3,38,no,0,
1,IRC01,45,EROCIC,1,42,no,0,
1,IRC01,45,EROCIC,2,39,no,0,
1,IRC01,0,EUCCHR,1,37,no,0,
1,IRC01,0,EUCCHR,2,79,no,0,
1,IRC01,0,EUCCHR,3,35,no,0,
1,IRC01,0,EUCCHR,4,84,no,0,
1,IRC01,0,EUCCHR,5,61,no,0,
1,IRC01,10,EUCCHR,1,9,no,0,
1,IRC01,10,EUCCHR,2,9,yes,0,
1,IRC01,15,EUCCHR,1,187,no,0,
1,IRC01,15,EUCCHR,2,149,no,0,
1,IRC01,15,EUCCHR,3,64,no,0,
1,IRC01,15,EUCCHR,4,97,yes,2,
1,IRC01,15,EUCCHR,5,108,no,0,
1,IRC01,40,EUCCHR,1,60,no,0,
1,IRC01,40,EUCCHR,2,25,no,0,
1,IRC01,40,EUCCHR,3,37,no,0,
1,IRC01,20,SOLXAN,1,23,no,0,
1,IRC01,20,SOLXAN,2,800,no,0,
1,IRC01,20,SOLXAN,3,300,no,0,
1,IRC01,20,SOLXAN,4,650,no,0,
1,IRC01,,SOLXAN,1,4,no,0,
1,IRC01,0,,1,203,no,0,
1,IRC01,0,,2,185,no,0,
1,IRC01,0,,3,41,no,0,
1,IRC01,0,,4,119,no,0,
2,IRC01,10,EROCIC,1,95,no,0,
2,IRC01,10,EROCIC,2,64,no,0,
2,IRC01,10,EROCIC,3,19,no,0,
2,IRC01,10,EROCIC,4,71,no,0,
2,IRC01,10,EROCIC,5,98,no,0,
2,IRC01,25,EROCIC,1,107,no,0,
2,IRC01,25,EROCIC,2,,no,0,
2,IRC01,25,EROCIC,3,88,yes,2,
2,IRC01,25,EROCIC,4,136,no,0,
2,IRC01,25,EROCIC,5,85,no,0,
2,IRC01,0,EUCCHR,1,46,no,0,
2,IRC01,0,EUCCHR,1,37,no,0,
2,IRC01,0,EUCCHR,2,60,no,0,
2,IRC01,0,EUCCHR,2,44,no,0,
2,IRC01,0,EUCCHR,3,70,no,0,
2,IRC01,0,EUCCHR,3,188,no,0,
2,IRC01,0,EUCCHR,4,61,no,0,
2,IRC01,0,EUCCHR,4,75,no,0,
2,IRC01,0,EUCCHR,5,26,no,0,
2,IRC01,0,EUCCHR,5,13,no,0,
2,IRC01,15,EUCCHR,1,22,no,0,
2,IRC01,20,EUCCHR,1,24,no,0,
2,IRC01,20,EUCCHR,2,20,yes,1,
2,IRC01,25,EUCCHR,1,67,no,0,
2,IRC01,25,EUCCHR,1,47,no,0,
2,IRC01,25,EUCCHR,2,45,no,0,
2,IRC01,25,EUCCHR,2,112,no,0,
2,IRC01,25,EUCCHR,3,92,no,0,
2,IRC01,25,EUCCHR,3,19,no,0,
2,IRC01,25,EUCCHR,4,32,no,0,
2,IRC01,25,EUCCHR,4,70,yes,1,
2,IRC01,25,EUCCHR,5,28,no,0,
2,IRC01,30,EUCCHR,1,14,no,0,
2,IRC01,30,EUCCHR,2,13,no,0,
2,IRC01,30,EUCCHR,3,71,no,0,
2,IRC01,30,EUCCHR,4,71,no,0,
2,IRC01,35,EUCCHR,1,37,no,0,
2,IRC01,35,EUCCHR,1,8,no,0,
2,IRC01,35,EUCCHR,2,34,no,0,
2,IRC01,35,EUCCHR,2,39,no,0,
2,IRC01,35,EUCCHR,2,94,no,0,
2,IRC01,35,EUCCHR,3,100,no,0,
2,IRC01,35,EUCCHR,3,58,no,0,
2,IRC01,35,EUCCHR,3,156,no,0,
2,IRC01,35,EUCCHR,4,102,no,0,
2,IRC01,35,EUCCHR,4,34,no,0,
2,IRC01,35,EUCCHR,4,35,no,0,
2,IRC01,35,EUCCHR,5,67,no,0,
2,IRC01,35,EUCCHR,5,24,no,0,
2,IRC01,35,EUCCHR,5,34,no,0,
2,IRC01,40,EUCCHR,1,42,no,0,
2,IRC01,40,EUCCHR,2,5,no,0,
2,IRC01,40,EUCCHR,3,56,no,0,
2,IRC01,45,EUCCHR,1,20,no,0,
2,IRC01,45,EUCCHR,3,3,no,0,
2,IRC01,20,SOLXAN,1,49,no,0,
3,IRC01,20,BRANIG,1,144,no,0,
3,IRC01,20,BRANIG,2,165,no,0,
3,IRC01,20,BRANIG,4,102,no,0,
3,IRC01,20,BRANIG,5,60,no,0,
3,IRC01,20,BRANIG,7,81,no,0,
3,IRC01,35,CALMAC,1,216,no,0,
3,IRC01,0,EROCIC,1,95,no,0,
3,IRC01,0,EROCIC,2,90,no,0,
3,IRC01,4,EROCIC,1,120,yes,6,
3,IRC01,4,EROCIC,2,108,no,0,
3,IRC01,4,EROCIC,3,53,no,0,
3,IRC01,5,EROCIC,1,65,no,0,
3,IRC01,6,EROCIC,1,5,no,0,
3,IRC01,6,EROCIC,2,90,no,0,
3,IRC01,6,EROCIC,3,137,no,0,
3,IRC01,25,EROCIC,1,63,yes,2,
3,IRC01,25,EROCIC,2,13,yes,1,
3,IRC01,35,EROCIC,1,125,yes,3,
3,IRC01,40,EROCIC,1,75,no,0,
3,IRC01,40,EROCIC,2,35,no,0,
3,IRC01,0,EUCCHR,1,1,no,0,
3,IRC01,0,EUCCHR,2,0,no,0,
1,IRC08,50,BRANIG,1,156,no,0,
1,IRC08,50,BRANIG,2,99,no,0,
1,IRC08,50,BRANIG,3,147,no,0,
1,IRC08,50,BRANIG,4,230,no,0,
1,IRC08,50,BRANIG,5,160,no,0,
1,IRC08,30,CALMAC,1,200,no,0,
1,IRC08,30,CALMAC,2,197,no,0,
1,IRC08,30,CALMAC,3,75,no,0,
1,IRC08,30,CALMAC,4,100,no,0,
1,IRC08,40,CALMAC,1,130,no,0,
1,IRC08,40,CALMAC,4,155,no,0,
1,IRC08,,PHACIC,1,4,no,0,
1,IRC08,,PHACIC,2,0,no,0,
1,IRC08,,PHACIC,3,0,no,0,
1,IRC08,,SALMEL,1,22,no,0,
1,IRC08,,SALMEL,2,1,no,0,
1,IRC08,,SALMEL,3,3,no,0,
1,IRC08,,SALMEL,4,0,no,0,
1,IRC08,,SALMEL,5,0,no,0,
2,IRC08,10,CALMAC,1,39,no,0,
2,IRC08,15,CALMAC,1,154,no,0,
2,IRC08,20,CALMAC,1,165,no,0,
2,IRC08,25,CALMAC,1,196,no,0,
2,IRC08,,CALMAC,1,303,yes,27,
2,IRC08,,CALMAC,2,219,no,0,
2,IRC08,0,EROCIC,1,6,no,0,
2,IRC08,0,EROCIC,2,2,no,0,
2,IRC08,0,EROCIC,3,10,no,0,
2,IRC08,0,EROCIC,4,3,yes,1,
2,IRC08,5,EROCIC,1,1,no,0,
2,IRC08,5,EROCIC,2,5,no,0,
2,IRC08,10,EROCIC,1,9,no,0,
2,IRC08,10,EROCIC,2,95,yes,1,
2,IRC08,10,EROCIC,3,41,yes,4,
2,IRC08,25,EROCIC,1,4,yes,1,
2,IRC08,25,EROCIC,2,6,no,0,
2,IRC08,30,EROCIC,1,1,yes,1,
2,IRC08,30,EROCIC,2,1,no,0,
2,IRC08,30,EROCIC,3,4,yes,2,
2,IRC08,40,EROCIC,1,0,no,0,
2,IRC08,40,EROCIC,2,21,no,0,
2,IRC08,40,EROCIC,3,3,yes,1,
2,IRC08,40,EROCIC,4,3,no,0,
2,IRC08,40,EROCIC,5,19,yes,19,
2,IRC08,45,EROCIC,1,2,no,0,
2,IRC08,45,EROCIC,2,12,no,0,
2,IRC08,45,EROCIC,3,1,no,0,
2,IRC08,45,EROCIC,4,0,no,0,
2,IRC08,45,EROCIC,5,7,no,0,
2,IRC08,45,EROCIC,6,3,yes,2,
2,IRC08,45,EROCIC,7,14,no,0,
2,IRC08,45,EROCIC,8,3,yes,1,
2,IRC08,45,EROCIC,9,3,no,0,
2,IRC08,45,EROCIC,10,23,yes,1,
2,IRC08,,PHACIC,1,8,yes,1,fungus?
2,IRC08,,PHACIC,1,2,no,0,
2,IRC08,,PHACIC,2,0,no,0,
2,IRC08,,PHACIC,3,1,no,0,
2,IRC08,,PHACIC,4,14,no,0,
2,IRC08,,PHACIC,5,8,yes,1,
2,IRC08,,PHACIC,6,3,no,0,
2,IRC08,,PHAPAR,1,2,no,0,
2,IRC08,,PHAPAR,2,120,yes,2,
2,IRC08,5,SALMEL,1,1,no,0,
2,IRC08,5,SALMEL,2,2,no,0,
2,IRC08,5,SALMEL,3,3,no,0,
2,IRC08,5,SALMEL,4,2,no,0,
